#BIOGRID ID	ENTREZ GENE ID	SYSTEMATIC NAME	OFFICIAL SYMBOL	SYNONYMS	ORGANISM ID	ORGANISM NAME	INTERACTION COUNT	PTM COUNT	CHEMICAL INTERACTION COUNT	SOURCE	CATEGORY VALUES	CATEGORY IDS	CATEGORY TAGS	CATEGORY EVIDENCE VALUES	CATEGORY EVIDENCE IDS	CATEGORY EVIDENCE CLASSES	CATEGORY EVIDENCE METHODS	SUBCATEGORY VALUES	SUBCATEGORY IDS	SUBCATEGORY TAGS	SUBCATEGORY EVIDENCE VALUES	SUBCATEGORY EVIDENCE IDS	SUBCATEGORY EVIDENCE CLASSES	SUBCATEGORY EVIDENCE METHODS
125031	93492	RP11-408K19.2	TPTE2	TPIP	9606	Homo sapiens	108	0	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	-	-	-	-	-	-	-
117510	26047	-	CNTNAP2	AUTS15|CASPR2|CDFE|NRXN4|PTHSL1	9606	Homo sapiens	21	2	0	BIOGRID	Cytoskeleton/Motility	-	-	-	-	-	-	Tumor suppressor	-	-	-	-	-	-
108096	1756	GS1-19O24.1	DMD	BMD|CMD3B|DXS142|DXS164|DXS206|DXS230|DXS239|DXS268|DXS269|DXS270|DXS272|MRX85	9606	Homo sapiens	142	227	0	BIOGRID	Cytoskeleton/Motility	-	-	-	-	-	-	-	-	-	-	-	-	-
113010	7157	-	TP53	BCC7|LFS1|P53|TRP53	9606	Homo sapiens	4817	223	2	BIOGRID	Trancription	-	-	-	-	-	-	Tumor suppressor	-	-	-	-	-	-
108534	2243	-	FGA	Fib2	9606	Homo sapiens	92	1	15	BIOGRID	Translation	-	-	-	-	-	-	-	-	-	-	-	-	-
121915	60482	-	SLC5A7	CHT|CHT1|HMN7A|hCHT	9606	Homo sapiens	9	1	0	BIOGRID	Transporter	-	-	-	-	-	-	-	-	-	-	-	-	-
107492	1063	RP11-262H5.1	CENPF	CENF|PRO1779|hcp-1	9606	Homo sapiens	102	224	0	BIOGRID	Trancription	-	-	-	-	-	-	-	-	-	-	-	-	-
130237	285877	-	POM121L12	-	9606	Homo sapiens	0	0	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
108150	1816	-	DRD5	DBDR|DRD1B|DRD1L2	9606	Homo sapiens	8	0	43	BIOGRID	Signal Transduction	-	-	-	-	-	-	-	-	-	-	-	-	-
109780	3566	582J2.1	IL4R	CD124|IL-4RA|IL4RA	9606	Homo sapiens	70	16	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	-	-	-	-	-	-	-
127439	152273	-	FGD5	ZFYVE23	9606	Homo sapiens	24	2	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	-	-	-	-	-	-	-
131543	348980	-	HCN1	BCNG-1|BCNG1|EIEE24|HAC-2	9606	Homo sapiens	68	3	0	BIOGRID	Transport/Ion Channel	-	-	-	-	-	-	-	-	-	-	-	-	-
107463	1029	-	CDKN2A	ARF|CDK4I|CDKN2|CMM2|INK4|INK4A|MLM|MTS-1|MTS1|P14|P14ARF|P16|P16-INK4A|P16INK4|P16INK4A|P19|P19ARF|TP16	9606	Homo sapiens	549	2	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	Tumor suppressor	-	-	-	-	-	-
126362	133558	-	MROH2B	HEATR7B2	9606	Homo sapiens	4	8	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
112045	6125	MSTP030	RPL5	DBA6|L5|PPP1R135	9606	Homo sapiens	566	35	0	BIOGRID	Other	-	-	-	-	-	-	Tumor suppressor	-	-	-	-	-	-
115551	10257	RP11-74A12.1	ABCC4	MOAT-B|MOATB|MRP4	9606	Homo sapiens	90	250	0	BIOGRID	Transporter	-	-	-	-	-	-	-	-	-	-	-	-	-
107464	1030	RP11-149I2.1	CDKN2B	CDK4I|INK4B|MTS2|P15|TP15|p15INK4b	9606	Homo sapiens	103	1	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	Tumor suppressor	-	-	-	-	-	-
107465	1031	RP11-278J17.2	CDKN2C	INK4C|p18|p18-INK4C	9606	Homo sapiens	149	3	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	Tumor suppressor	-	-	-	-	-	-
112240	6336	-	SCN10A	FEPS2|Nav1.8|PN3|SNS|hPN3	9606	Homo sapiens	1	3	51	BIOGRID	Transport/Ion Channel	-	-	-	-	-	-	-	-	-	-	-	-	-
119750	53353	-	LRP1B	LRP-DIT|LRPDIT	9606	Homo sapiens	86	16	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	Tumor suppressor	-	-	-	-	-	-
110438	4292	-	MLH1	COCA2|FCC2|HNPCC|HNPCC2|hMLH1	9606	Homo sapiens	411	159	0	BIOGRID	DNA Damage Response	-	-	-	-	-	-	Tumor suppressor	-	-	-	-	-	-
109339	3092	UNQ2786	HIP1	HIP-I|ILWEQ	9606	Homo sapiens	115	69	0	BIOGRID	Cytoskeleton/Motility	-	-	-	-	-	-	Oncogene	-	-	-	-	-	-
109602	3371	-	TNC	150-225|DFNA56|GMEM|GP|HXB|JI|TN|TN-C	9606	Homo sapiens	23	36	0	BIOGRID	Cytoskeleton/Motility|Translation	-	-	-	-	-	-	-	-	-	-	-	-	-
111695	5723	-	PSPH	PSP|PSPHD	9606	Homo sapiens	24	38	3	BIOGRID	Signal Transduction	-	-	-	-	-	-	-	-	-	-	-	-	-
107233	779	-	CACNA1S	CACNL1A3|CCHL1A3|Cav1.1|HOKPP|HOKPP1|MHS5|TTPP1|hypoPP	9606	Homo sapiens	8	0	25	BIOGRID	Transport/Ion Channel	-	-	-	-	-	-	-	-	-	-	-	-	-
116298	11124	CGI-03	FAF1	HFAF1s|UBXD12|UBXN3A|hFAF1	9606	Homo sapiens	462	25	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	-	-	-	-	-	-	-
111753	5789	-	PTPRD	HPTP|HPTPD|HPTPDELTA|PTPD|RPTPDELTA	9606	Homo sapiens	144	196	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	Tumor suppressor	-	-	-	-	-	-
114272	8735	-	MYH13	MyHC-IIL|MyHC-eo	9606	Homo sapiens	37	7	0	BIOGRID	Cytoskeleton/Motility	-	-	-	-	-	-	-	-	-	-	-	-	-
114724	9312	-	KCNB2	KV2.2	9606	Homo sapiens	55	11	1	BIOGRID	Transport/Ion Channel	-	-	-	-	-	-	-	-	-	-	-	-	-
107141	673	-	BRAF	B-RAF1|BRAF1|NS7|RAFB1	9606	Homo sapiens	332	118	16	BIOGRID	Signal Transduction	-	-	-	-	-	-	Oncogene	-	-	-	-	-	-
106524	2	-	A2M	A2MD|CPAMD5|FWP007|S863-7	9606	Homo sapiens	170	0	8	BIOGRID	Translation	-	-	-	-	-	-	-	-	-	-	-	-	-
127031	147040	-	KCTD11	C17orf36|KCASH1|REN|REN/KCTD11	9606	Homo sapiens	9	0	0	BIOGRID	Ubiquitin Proteasome System	-	-	-	-	-	-	Tumor suppressor	-	-	-	-	-	-
116268	11086	-	ADAM29	CT73|svph1	9606	Homo sapiens	1	0	0	BIOGRID	Cytoskeleton/Motility|Protease	-	-	-	-	-	-	-	-	-	-	-	-	-
110611	4507	-	MTAP	BDMF|DMSFH|DMSMFH|HEL-249|LGMBF|MSAP|c86fus	9606	Homo sapiens	69	11	12	BIOGRID	Signal Transduction	-	-	-	-	-	-	Oncogene	-	-	-	-	-	-
127102	147945	-	NLRP4	CLR19.5|CT58|NALP4|PAN2|PYPAF4|RNH2	9606	Homo sapiens	9	1	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
112239	6335	-	SCN9A	ETHA|FEB3B|GEFSP7|HSAN2D|NE-NA|NENA|Nav1.7|PN1|SFNP	9606	Homo sapiens	6	8	14	BIOGRID	Transport/Ion Channel	-	-	-	-	-	-	-	-	-	-	-	-	-
111105	5071	KB-152G3.1	PARK2	AR-JP|LPRS2|PDJ|PRKN	9606	Homo sapiens	1434	50	1	BIOGRID	Ubiquitin Proteasome System	-	-	-	-	-	-	Tumor suppressor	-	-	-	-	-	-
122896	79799	UNQ2559/PRO6239	UGT2A3	-	9606	Homo sapiens	6	0	0	BIOGRID	Secretion	-	-	-	-	-	-	-	-	-	-	-	-	-
106851	355	RP11-399O19.7	FAS	ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6	9606	Homo sapiens	280	48	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	-	-	-	-	-	-	-
112540	6657	-	SOX2	ANOP3|MCOPS3	9606	Homo sapiens	693	2	0	BIOGRID	Trancription	-	-	-	-	-	-	Oncogene	-	-	-	-	-	-
112547	6664	-	SOX11	MRD27	9606	Homo sapiens	4	5	0	BIOGRID	Trancription	-	-	-	-	-	-	Oncogene	-	-	-	-	-	-
123545	81608	-	FIP1L1	FIP1|Rhe|hFip1	9606	Homo sapiens	220	294	0	BIOGRID	RNA binding	-	-	-	-	-	-	Oncogene	-	-	-	-	-	-
122834	79718	-	TBL1XR1	C21|DC42|IRA1|TBLR1	9606	Homo sapiens	198	85	0	BIOGRID	Trancription	-	-	-	-	-	-	-	-	-	-	-	-	-
125226	113146	-	AHNAK2	C14orf78	9606	Homo sapiens	113	95	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	Oncogene	-	-	-	-	-	-
115371	10060	-	ABCC9	ABC37|ATFB12|CANTU|CMD1O|SUR2	9606	Homo sapiens	5	48	8	BIOGRID	Transport/Ion Channel	-	-	-	-	-	-	-	-	-	-	-	-	-
115014	9656	DAAP-285E11.7	MDC1	NFBD1	9606	Homo sapiens	559	39	0	BIOGRID	DNA Damage Response	-	-	-	-	-	-	Oncogene	-	-	-	-	-	-
124248	84767	-	TRIM51	SPRYD5|TRIM51A	9606	Homo sapiens	3	1	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
119987	54490	-	UGT2B28	-	9606	Homo sapiens	5	0	0	BIOGRID	Secretion	-	-	-	-	-	-	-	-	-	-	-	-	-
109992	3791	-	KDR	CD309|FLK1|VEGFR|VEGFR2	9606	Homo sapiens	125	1	33	BIOGRID	Signal Transduction	-	-	-	-	-	-	Oncogene	-	-	-	-	-	-
109993	3792	-	KEL	CD238|ECE3	9606	Homo sapiens	12	0	0	BIOGRID	Protease	-	-	-	-	-	-	-	-	-	-	-	-	-
110235	4057	-	LTF	GIG12|HEL110|HLF2|LF	9606	Homo sapiens	132	3	13	BIOGRID	Protease|Translation	-	-	-	-	-	-	Oncogene	-	-	-	-	-	-
107454	1019	-	CDK4	CMM3|PSK-J3	9606	Homo sapiens	630	10	10	BIOGRID	Signal Transduction	-	-	-	-	-	-	Tumor suppressor	-	-	-	-	-	-
110836	4763	-	NF1	NFNS|VRNF|WSS	9606	Homo sapiens	192	105	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	Tumor suppressor	-	-	-	-	-	-
107675	1278	-	COL1A2	OI4	9606	Homo sapiens	56	1	1	BIOGRID	Translation	-	-	-	-	-	-	-	-	-	-	-	-	-
113031	7179	-	TPTE	CT44|PTEN2	9606	Homo sapiens	167	1	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	-	-	-	-	-	-	-
132934	389015	-	SLC9A4	NHE4	9606	Homo sapiens	4	5	1	BIOGRID	Transporter	-	-	-	-	-	-	-	-	-	-	-	-	-
123785	83872	GS1-174L6.1	HMCN1	ARMD1|FBLN6|FIBL-6|FIBL6	9606	Homo sapiens	7	1	0	BIOGRID	Cytoskeleton/Motility|Translation	-	-	-	-	-	-	-	-	-	-	-	-	-
128548	219493	-	OR5AR1	OR11-209	9606	Homo sapiens	0	0	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	-	-	-	-	-	-	-
128542	219473	-	OR8K3	OR11-181	9606	Homo sapiens	0	0	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	-	-	-	-	-	-	-
125712	121227	UNQ287/PRO326/PRO335	LRIG3	LIG3	9606	Homo sapiens	60	8	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
126514	138474	-	TAF1L	TAF2A2	9606	Homo sapiens	13	5	0	BIOGRID	Signal Transduction	-	-	-	-	-	-	Oncogene	-	-	-	-	-	-
